date	pressure	thtv	pm10
2005-03-24	932.0	301.3	22.3333
2005-03-24	925.0	301.5	22.3333
2005-03-24	850.0	303.4	22.3333
2005-03-24	840.0	303.6	22.3333
2005-03-24	820.0	304.0	22.3333
2005-03-24	801.0	304.8	22.3333
2005-03-24	777.0	308.5	22.3333
2005-03-24	722.0	313.0	22.3333
2005-03-24	702.0	313.3	22.3333
2005-03-24	700.0	313.6	22.3333
2005-03-24	678.0	315.3	22.3333
2005-03-24	622.0	320.0	22.3333
2005-03-24	607.0	320.7	22.3333
2005-03-24	500.0	326.0	22.3333
2005-03-24	499.0	326.1	22.3333
2005-03-24	416.0	330.8	22.3333
2005-03-24	405.0	331.9	22.3333
2005-03-24	400.0	332.4	22.3333
2005-03-24	382.0	334.4	22.3333
2005-03-24	379.0	335.1	22.3333
2005-03-24	356.0	339.9	22.3333
2005-03-24	300.0	342.6	22.3333
2005-03-24	271.0	343.8	22.3333
2005-03-24	258.0	344.4	22.3333
2005-03-25	1017.0	300.6	21.0833
2005-03-25	1000.0	300.7	21.0833
2005-03-25	925.0	301.0	21.0833
2005-03-25	873.0	301.3	21.0833
2005-03-25	850.0	302.0	21.0833
2005-03-25	812.0	303.7	21.0833
2005-03-25	788.0	308.6	21.0833
2005-03-25	779.0	309.1	21.0833
2005-03-25	750.0	311.0	21.0833
2005-03-25	715.0	313.2	21.0833
2005-03-25	701.0	315.5	21.0833
2005-03-25	700.0	315.4	21.0833
2005-03-25	650.0	315.7	21.0833
2005-03-25	647.0	316.1	21.0833
2005-03-25	615.0	320.0	21.0833
2005-03-25	612.0	320.2	21.0833
2005-03-25	557.0	324.2	21.0833
2005-03-25	500.0	326.1	21.0833
2005-03-25	456.0	327.8	21.0833
2005-03-25	448.0	328.2	21.0833
2005-03-25	435.0	329.5	21.0833
2005-03-25	417.0	331.4	21.0833
2005-03-25	412.0	332.0	21.0833
2005-03-25	400.0	332.4	21.0833
2005-03-25	381.0	332.6	21.0833
2005-03-25	358.0	337.6	21.0833
2005-03-25	357.0	337.8	21.0833
2005-03-25	300.0	340.6	21.0833
2005-03-25	262.0	342.6	21.0833
2005-03-26	1016.0	300.4	20.5833
2005-03-26	1000.0	300.1	20.5833
2005-03-26	990.0	300.0	20.5833
2005-03-26	946.0	300.6	20.5833
2005-03-26	925.0	300.9	20.5833
2005-03-26	859.0	302.1	20.5833
2005-03-26	850.0	302.1	20.5833
2005-03-26	832.0	302.8	20.5833
2005-03-26	795.0	305.8	20.5833
2005-03-26	780.0	310.1	20.5833
2005-03-26	754.0	311.2	20.5833
2005-03-26	700.0	313.6	20.5833
2005-03-26	658.0	315.5	20.5833
2005-03-26	643.0	316.3	20.5833
2005-03-26	592.0	322.0	20.5833
2005-03-26	588.0	322.1	20.5833
2005-03-26	500.0	326.0	20.5833
2005-03-26	452.0	328.1	20.5833
2005-03-26	444.0	328.5	20.5833
2005-03-26	419.0	332.4	20.5833
2005-03-26	400.0	333.5	20.5833
2005-03-26	377.0	334.7	20.5833
2005-03-26	300.0	338.9	20.5833
2005-03-26	284.0	339.6	20.5833
2005-03-27	1016.0	300.1	17.5417
2005-03-27	1000.0	300.2	17.5417
2005-03-27	953.0	300.3	17.5417
2005-03-27	945.0	300.3	17.5417
2005-03-27	925.0	300.8	17.5417
2005-03-27	850.0	302.9	17.5417
2005-03-27	795.0	304.4	17.5417
2005-03-27	790.0	305.1	17.5417
2005-03-27	775.0	308.0	17.5417
2005-03-27	758.0	310.4	17.5417
2005-03-27	700.0	312.8	17.5417
2005-03-27	638.0	315.7	17.5417
2005-03-27	616.0	317.9	17.5417
2005-03-27	583.0	321.3	17.5417
2005-03-27	505.0	323.2	17.5417
2005-03-27	500.0	323.9	17.5417
2005-03-27	493.0	324.8	17.5417
2005-03-27	468.0	328.3	17.5417
2005-03-27	431.0	331.7	17.5417
2005-03-27	422.0	332.5	17.5417
2005-03-27	400.0	334.6	17.5417
2005-03-27	381.0	336.4	17.5417
2005-03-27	367.0	337.8	17.5417
2005-03-27	307.0	340.3	17.5417
2005-03-27	300.0	340.6	17.5417
2005-03-27	270.0	342.0	17.5417
2005-03-28	1016.0	298.3	16.5833
2005-03-28	1000.0	298.7	16.5833
2005-03-28	937.0	300.5	16.5833
2005-03-28	925.0	300.9	16.5833
2005-03-28	850.0	303.1	16.5833
2005-03-28	834.0	303.4	16.5833
2005-03-28	797.0	305.7	16.5833
2005-03-28	739.0	309.3	16.5833
2005-03-28	722.0	310.4	16.5833
2005-03-28	703.0	306.4	16.5833
